Drive	Extraction Status	Rule Set Name	Rule Name	Description	Filename	Path
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	apple-simulator-bottom[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	seek%3D152-Medical_aspect%2C_Hiroshima%2C_Japan%2C_1946-03-23%2C_342-USAF-11034.ogv[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	signupnow[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	job-interview-100x60[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	grail-engine-100x60[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	r%2010_1332249960[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	221007703[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	225250338[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	226246505[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	226258046[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	227733545[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	tstitch[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	tstitch[2].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	slider_shopathon_3[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	SmallerHeadshot_normal[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	2011-03-31-170051_normal[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	2012-03-19T153759Z_01_TOR901_RTRIDSP_3_USA-FLORIDA-SHOOTING[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	2012-03-19T153759Z_01_TOR901_RTRIDSP_3_USA-FLORIDA-SHOOTING[2].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	209248890[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	210537861[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	211347932[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	213456305[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	215190641[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	216684234[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-2001-12-13-frame-grab-DoD[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-Anaconda-helicopter[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-July_7%2C_2005_London_bombings_CCTV[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-Nagasaki_1945_-_Before_and_after_%28adjusted%29[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-Osama_bin_Laden_compound1[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-The_Guardian_al-Qaeda_recruitment[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-Trapped_underground[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	caab930b9f5b6ca1d5cfc1c51ffa8275_150x150[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	capehart_145x100[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	cf8f704e508b8e62895afd02c7dcdc55_150x150[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	thumbnail[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	thumbnail[2].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	th[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	th[2].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	Tony_normal[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	toy-picture-300x180[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	36486148[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	370394_100000334475865_1560551940_q[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	371606_645586994_1501753644_q[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	3A3E63329DD81A22B8F5A9E86A6C[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	422[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	428173_370740102936871_100000026549028_1446809_1858481404_n_normal[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	88x31-wp-hip[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	250px-B-29_Enola_Gay_w_Crews[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	250px-Blair_G8_July7th05[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	300px-US_PsyOps_leaflet[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	imagenewsfetcher[2].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	imagenewsfetcher[3].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	imagenewsfetcher[4].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	imagenewsfetcher[5].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	bnlo2[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	ffb6c34c75b1b8d80d609189e80edfb7_150x150[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	fios_2012_mz1_masconectada_en_728x90[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	flash_128[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	554912_Dove_300x250_v3[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	1	no-set-name	jpg rule	find all jpg files	6A7160BFADB245A27DB89658EBB80[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	7FF01A5DD013856C68A91BDAED4913[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	imagenewsfetcher[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	korea_today_mainbanner[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	170px-Kenya_bombing_1[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	170px-Omar_Abdel-Rahman[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	1Q12_COMN_GM_BRD_WIF_COMC14493-Q1-SB-728x90[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	200px-Afficheamericaine2[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	200px-Agnew_Leaflet[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-Sedan_Plowshare_Crater[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/KVH953VG/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	00-peyton-manning-thumb[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	0000012d-1b4f-df66-3cbd-47e727e6f531[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	062_PSA_ALL_NAT_ALL_CharityWater_728x90_2[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	1-PRG_Reflect60_728x90[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	11400944-cf36-48a4-ad54-35201246a1a0[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	128px-Agnew_StrikeOrderHiroshima[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	128px-Agnew_StrikeOrderNagasaki[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	141674726[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	150px-The_patient%27s_skin_is_burned_in_a_pattern_corresponding_to_the_dark_portions_of_a_kimono_-_NARA_-_519686[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	160px-Headlines_london_bombing_7_july_2005_Waterloo_station[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	Fios-195x60[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	Fios-75x75[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	portal2_normal[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	QUPANq5X_normal[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	slider_shopathon_1[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	slider_shopathon_4[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	bg_top[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	bk_1x1[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	bk_3x1[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	225914382[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	311x112_sonicwall_031912[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	CDAB2F44A1591D2B308C20C6C15375[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	toles05152011forweb[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	AP120305124394[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	c86f9e1b992bc327cfc0c175d5235383_150x150[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	capehart_145x100[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	cd57f6fe868c71fcb3621b1c82ce8a41_150x150[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	imagenewsfetcher[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	imagenewsfetcher[2].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	imagenewsfetcher[3].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	imagenewsfetcher[4].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	imagenewsfetcher[5].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	TV_Real_Time_With_Bill_Maher_07307[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	TV_Real_Time_With_Bill_Maher_07307[2].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	videos-300x180-40425[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	VW-ART%20032_1332191040[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	D1AD48CD35ECD4DDD8C228DC5DEF0[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	d4bf9f89-c26e-4f2a-a077-a7a0506515d5[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	failover[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	212932944[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	216583907[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	218203909[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	219505662[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	219506829[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-A-Bomb_Dome[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-Abu_Ayyub_al-Masri_1[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-Boeing_B-29A-45-BN_Superfortress_44-61784_6_BG_24_BS_-_Incendiary_Journey[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-Obama_and_Biden_await_updates_on_bin_Laden[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-Osama_Bin_Laden_marked_deceased_on_FBI_Ten_Most_Wanted_List_May_3_2011[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	220px-SS-24_silo_destruction[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	ThumbnailServer2[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	ThumbnailServer2[2].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	ThumbnailServer2[3].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	ThumbnailServer2[4].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	thumbnail[1].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	thumbnail[2].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	thumbnail[3].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
Z:\jkho On My Mac\images\xp-sp3-v4.img	0	no-set-name	jpg rule	find all jpg files	thumbnail[4].jpg	Documents and Settings/John/Local Settings/Temporary Internet Files/Content.IE5/OM25XF75/
